('05', '08', '11', '17', '29', '43'):1
('19', '21', '22', '25', '38', '41'):1
('22', '29', '33', '38', '44', '49'):1
('12', '21', '23', '35', '37', '42'):1
('03', '13', '22', '28', '34', '44'):1
('02', '03', '21', '24', '35', '45'):1
('01', '03', '21', '25', '34', '41'):1
('08', '13', '19', '23', '27', '30'):1
('20', '24', '29', '32', '37', '47'):1
('05', '07', '09', '29', '34', '47'):1
('09', '16', '32', '41', '42', '49'):1
('06', '09', '16', '27', '39', '45'):1
('07', '18', '27', '43', '46', '47'):1
('08', '09', '13', '23', '31', '37'):1
('11', '20', '42', '45', '48', '49'):1
('03', '06', '16', '21', '35', '48'):1
('07', '10', '18', '20', '23', '44'):1
('08', '11', '19', '20', '27', '29'):1
('05', '21', '29', '35', '40', '42'):1
('03', '06', '10', '19', '20', '28'):1
('09', '21', '31', '39', '44', '47'):1
('03', '04', '11', '12', '15', '31'):1
('02', '08', '11', '21', '28', '44'):1
('06', '32', '37', '41', '42', '45'):1
('07', '19', '25', '28', '29', '37'):1
('08', '10', '12', '23', '39', '40'):1
('02', '27', '30', '32', '40', '45'):1
('12', '24', '29', '30', '31', '48'):1
('01', '11', '12', '18', '26', '40'):1
('08', '25', '29', '36', '38', '48'):1
('03', '10', '15', '32', '38', '49'):1
('03', '05', '18', '27', '39', '46'):1
('08', '10', '20', '21', '24', '38'):1
('06', '24', '26', '34', '44', '47'):1
('17', '19', '23', '26', '31', '32'):1
('13', '17', '26', '28', '29', '33'):1
('05', '06', '22', '34', '39', '44'):1
('02', '16', '17', '31', '36', '37'):1
('04', '13', '26', '27', '32', '43'):1
('07', '09', '38', '39', '40', '43'):1
('03', '09', '23', '37', '38', '44'):1
('03', '06', '12', '24', '33', '37'):1
('04', '14', '19', '20', '29', '45'):1
('02', '03', '05', '15', '28', '32'):1
('18', '26', '27', '37', '44', '49'):1
('04', '09', '12', '13', '24', '42'):1
('14', '18', '33', '36', '45', '48'):1
('01', '16', '23', '32', '34', '43'):1
('01', '05', '09', '11', '18', '25'):1
('06', '08', '10', '33', '40', '43'):1
('01', '07', '16', '23', '37', '49'):1
('07', '10', '11', '24', '26', '48'):1
('01', '05', '16', '17', '39', '45'):1
('06', '11', '15', '29', '35', '47'):1
('01', '05', '06', '13', '18', '36'):1
('03', '11', '17', '29', '41', '45'):1
('11', '21', '27', '34', '41', '48'):1
('05', '16', '20', '38', '43', '45'):1
('07', '17', '23', '26', '47', '49'):1
('02', '13', '14', '19', '24', '36'):1
('06', '09', '21', '29', '37', '43'):1
('03', '14', '15', '30', '38', '48'):1
('02', '29', '35', '39', '44', '45'):1
('14', '25', '28', '35', '36', '38'):1
('02', '05', '06', '33', '35', '40'):1
('01', '09', '20', '23', '29', '34'):1
('03', '07', '10', '14', '23', '43'):1
('05', '14', '35', '36', '37', '40'):1
('09', '13', '21', '22', '33', '40'):1
('04', '12', '32', '36', '47', '48'):1
('14', '17', '19', '21', '41', '43'):1
('17', '19', '22', '26', '41', '42'):1
('06', '32', '33', '34', '38', '47'):1
('01', '11', '24', '27', '40', '46'):1
('06', '16', '18', '30', '37', '40'):1
('01', '03', '12', '19', '29', '44'):1
('02', '11', '29', '36', '44', '47'):1
('12', '21', '29', '35', '42', '44'):1
('08', '10', '12', '30', '35', '46'):1
('01', '21', '42', '43', '44', '45'):1
('12', '17', '18', '19', '22', '32'):1
('07', '11', '13', '27', '32', '47'):1
('01', '39', '43', '45', '46', '49'):1
('10', '14', '16', '20', '36', '46'):1
('07', '08', '13', '19', '26', '33'):1
('06', '11', '16', '37', '40', '48'):1
('07', '25', '27', '38', '40', '41'):1
('04', '36', '43', '46', '47', '49'):1
('12', '20', '31', '34', '36', '45'):1
('03', '04', '10', '19', '25', '46'):1
('06', '14', '18', '30', '46', '48'):1
('05', '12', '25', '27', '43', '46'):1
('27', '33', '39', '41', '44', '46'):1
('06', '16', '19', '20', '38', '49'):1
('07', '16', '17', '29', '30', '48'):1
('01', '05', '06', '10', '45', '49'):1
('06', '14', '28', '30', '45', '49'):1
('06', '11', '13', '14', '23', '44'):1
('10', '13', '26', '37', '38', '45'):1
('13', '14', '23', '28', '38', '41'):1
('03', '23', '36', '44', '47', '49'):1
('01', '15', '21', '30', '40', '47'):1
('08', '14', '17', '19', '24', '49'):1
('06', '13', '17', '21', '25', '26'):1
('03', '06', '16', '24', '39', '49'):1
('07', '08', '12', '16', '31', '44'):1
('06', '14', '16', '18', '27', '39'):1
('02', '10', '12', '22', '36', '49'):1
('01', '02', '21', '30', '41', '46'):1
('07', '13', '14', '20', '29', '38'):1
('01', '14', '17', '25', '43', '48'):1
('03', '13', '20', '23', '31', '36'):1
('17', '38', '39', '44', '45', '47'):1
('04', '05', '29', '31', '36', '47'):1
('04', '17', '20', '24', '34', '47'):1
('07', '11', '14', '19', '25', '47'):1
('01', '10', '23', '24', '29', '47'):1
('13', '23', '33', '36', '42', '47'):1
('24', '29', '37', '38', '39', '45'):1
('01', '05', '12', '24', '34', '42'):1
('04', '14', '33', '36', '39', '43'):1
('02', '06', '08', '23', '26', '31'):1
('01', '04', '05', '07', '36', '45'):1
('21', '22', '27', '29', '40', '48'):1
('01', '30', '32', '37', '40', '45'):1
('03', '11', '14', '18', '29', '36'):1
('04', '10', '31', '39', '42', '47'):1
('02', '05', '10', '30', '34', '35'):1
('09', '17', '20', '21', '26', '37'):1
('09', '29', '32', '36', '40', '41'):1
('02', '03', '04', '25', '41', '46'):1
('06', '12', '13', '31', '40', '45'):1
('05', '31', '33', '40', '47', '49'):1
('06', '08', '23', '32', '33', '42'):1
('01', '19', '31', '32', '36', '43'):1
('03', '06', '20', '31', '36', '42'):1
('05', '15', '17', '20', '24', '29'):1
('08', '10', '28', '35', '42', '46'):1
('09', '20', '21', '22', '42', '44'):1
('24', '25', '31', '39', '41', '45'):1
('07', '08', '26', '37', '39', '41'):1
('03', '14', '16', '24', '32', '39'):1
('06', '07', '10', '13', '28', '35'):1
('03', '07', '10', '30', '31', '37'):1
('07', '09', '12', '28', '35', '41'):1
('02', '09', '28', '34', '35', '41'):1
('04', '09', '10', '29', '35', '40'):1
('01', '09', '11', '17', '32', '36'):1
('02', '04', '06', '11', '20', '48'):1
('17', '21', '32', '34', '35', '41'):1
('06', '13', '22', '24', '31', '34'):1
('02', '10', '19', '23', '32', '35'):1
('05', '16', '24', '26', '28', '33'):1
('06', '32', '39', '40', '41', '47'):1
('02', '04', '10', '24', '27', '46'):1
('04', '12', '14', '32', '37', '48'):1
('04', '07', '13', '27', '34', '36'):1
('12', '20', '26', '32', '33', '47'):1
('17', '20', '27', '33', '39', '47'):1
('02', '05', '10', '14', '18', '48'):1
('01', '04', '12', '16', '31', '42'):1
('10', '15', '36', '38', '44', '45'):1
('01', '15', '24', '33', '40', '41'):1
('03', '04', '18', '19', '25', '44'):1
('19', '22', '26', '30', '37', '41'):1
('09', '11', '17', '26', '32', '39'):1
('01', '02', '03', '08', '42', '45'):1
('07', '14', '19', '22', '23', '35'):1
('04', '15', '17', '20', '25', '32'):1
('04', '09', '13', '29', '39', '46'):1
('04', '16', '18', '22', '36', '48'):1
('08', '09', '19', '30', '34', '48'):1
('16', '34', '35', '38', '45', '46'):1
('05', '07', '28', '33', '35', '47'):1
('04', '08', '11', '16', '31', '37'):1
('09', '11', '13', '27', '37', '42'):1
('07', '16', '25', '33', '37', '47'):1
('05', '07', '12', '29', '34', '35'):1
('05', '06', '07', '16', '40', '43'):1
('01', '21', '30', '31', '41', '48'):1
('01', '29', '31', '36', '45', '46'):1
('01', '11', '18', '29', '33', '49'):1
('04', '14', '20', '22', '27', '45'):1
('12', '22', '28', '34', '39', '48'):1
('05', '10', '14', '22', '30', '47'):1
('08', '11', '19', '34', '36', '42'):1
('02', '23', '28', '37', '44', '48'):1
('11', '12', '25', '35', '36', '37'):1
('01', '16', '26', '28', '29', '41'):1
('08', '14', '16', '21', '26', '49'):1
('13', '17', '35', '38', '42', '48'):1
('10', '11', '38', '40', '42', '47'):1
('12', '13', '16', '21', '22', '42'):1
('02', '08', '09', '21', '26', '33'):1
('03', '08', '09', '10', '14', '22'):1
('02', '13', '14', '15', '33', '36'):1
('21', '26', '28', '34', '39', '42'):1
('02', '05', '06', '45', '46', '47'):1
('03', '19', '24', '27', '34', '39'):1
('05', '23', '24', '37', '41', '48'):1
('01', '08', '09', '27', '34', '39'):1
('03', '09', '16', '17', '40', '47'):1
('02', '09', '16', '21', '39', '44'):1
('11', '17', '20', '23', '38', '45'):1
('02', '06', '07', '28', '44', '45'):1
('01', '03', '21', '25', '26', '40'):1
('08', '10', '28', '36', '37', '47'):1
('06', '11', '22', '31', '34', '41'):1
('04', '06', '13', '15', '21', '48'):1
('01', '14', '16', '19', '21', '42'):1
('12', '18', '24', '27', '33', '39'):1
('03', '12', '19', '37', '38', '48'):1
('03', '15', '18', '29', '43', '47'):1
('15', '25', '43', '44', '46', '48'):1
('09', '21', '25', '37', '38', '39'):1
('05', '18', '24', '36', '43', '47'):1
('18', '19', '31', '33', '35', '42'):1
('06', '08', '26', '33', '35', '49'):1
('10', '16', '29', '42', '43', '48'):1
('01', '12', '16', '26', '46', '47'):1
('02', '14', '24', '25', '33', '44'):1
('01', '15', '19', '26', '46', '47'):1
('07', '08', '11', '28', '30', '32'):1
('07', '13', '14', '20', '23', '48'):1
('07', '08', '12', '36', '38', '44'):1
('05', '15', '17', '22', '32', '40'):1
('05', '11', '15', '19', '29', '32'):1
('02', '09', '20', '25', '40', '43'):1
('06', '10', '15', '16', '38', '43'):1
('07', '14', '18', '39', '43', '47'):1
('06', '17', '32', '33', '35', '41'):1
('01', '11', '30', '35', '45', '47'):1
('04', '07', '09', '21', '31', '38'):1
('18', '25', '37', '38', '44', '49'):1
('01', '05', '07', '16', '21', '27'):1
('05', '08', '11', '35', '40', '49'):1
('01', '02', '10', '31', '33', '49'):1
('01', '09', '16', '17', '20', '31'):1
('01', '03', '07', '18', '21', '42'):1
('03', '15', '18', '36', '40', '44'):1
('02', '08', '15', '27', '34', '39'):1
('01', '05', '26', '45', '47', '48'):1
('07', '23', '25', '27', '29', '49'):1
('02', '15', '25', '34', '35', '36'):1
('17', '28', '33', '34', '36', '41'):1
('03', '17', '18', '23', '25', '42'):1
('01', '20', '23', '26', '32', '36'):1
('04', '14', '38', '43', '44', '48'):1
('04', '17', '25', '26', '30', '49'):1
('08', '15', '20', '46', '47', '48'):1
('15', '18', '23', '27', '32', '41'):1
('01', '06', '17', '26', '30', '32'):1
('01', '06', '21', '29', '33', '43'):1
('06', '07', '25', '36', '41', '43'):1
('18', '22', '23', '33', '40', '42'):1
('04', '06', '10', '17', '32', '45'):1
('02', '06', '09', '18', '28', '33'):1
('09', '15', '27', '32', '47', '49'):1
('03', '08', '10', '14', '19', '49'):1
('09', '14', '28', '29', '42', '44'):1
('11', '14', '17', '22', '23', '48'):1
('03', '10', '12', '26', '30', '38'):1
('01', '04', '23', '30', '31', '32'):1
('15', '22', '26', '29', '33', '35'):1
('03', '10', '12', '15', '26', '33'):1
('02', '19', '27', '29', '45', '49'):1
('07', '08', '17', '25', '32', '35'):1
('12', '14', '30', '40', '42', '49'):1
('26', '28', '31', '40', '46', '47'):1
('12', '17', '21', '23', '29', '35'):1
('01', '15', '20', '32', '41', '48'):1
('26', '27', '39', '40', '41', '49'):1
('03', '13', '16', '33', '44', '49'):1
('01', '02', '09', '13', '19', '20'):1
('11', '13', '22', '24', '25', '39'):1
('02', '10', '12', '18', '19', '43'):1
('19', '24', '28', '32', '41', '47'):1
('05', '09', '20', '24', '25', '45'):1
('07', '08', '27', '30', '37', '45'):1
('08', '11', '19', '32', '37', '39'):1
('08', '13', '17', '33', '45', '47'):1
('30', '33', '42', '44', '46', '47'):1
('03', '16', '26', '28', '37', '41'):1
('11', '22', '35', '39', '46', '48'):1
('16', '30', '38', '39', '42', '44'):1
('10', '13', '28', '31', '34', '38'):1
('11', '15', '26', '33', '38', '45'):1
('12', '14', '15', '25', '43', '47'):1
('16', '21', '24', '39', '44', '46'):1
('08', '15', '17', '20', '29', '36'):1
('01', '10', '14', '40', '48', '49'):1
('05', '09', '33', '40', '46', '47'):1
('03', '08', '22', '27', '33', '41'):1
('01', '12', '23', '35', '40', '45'):1
('02', '07', '09', '11', '14', '16'):1
('04', '15', '29', '39', '42', '43'):1
('01', '07', '21', '28', '29', '34'):1
('02', '12', '22', '26', '27', '41'):1
('18', '29', '33', '39', '43', '48'):1
('05', '06', '15', '20', '23', '27'):1
('10', '11', '13', '15', '25', '29'):1
('09', '20', '32', '34', '35', '39'):1
('07', '12', '13', '24', '41', '48'):1
('05', '09', '22', '29', '33', '42'):1
('09', '10', '13', '39', '43', '49'):1
('08', '20', '22', '28', '30', '41'):1
('07', '12', '25', '31', '41', '43'):1
('06', '21', '25', '27', '35', '40'):1
('06', '09', '12', '18', '21', '40'):1
('03', '09', '19', '22', '39', '40'):1
('03', '13', '22', '38', '42', '48'):1
('04', '08', '34', '39', '41', '45'):1
('02', '11', '24', '28', '38', '48'):1
('08', '13', '29', '32', '38', '42'):1
('06', '15', '19', '39', '43', '46'):1
('18', '25', '35', '38', '40', '42'):1
('10', '14', '19', '24', '27', '42'):1
('03', '04', '13', '27', '31', '45'):1
('21', '31', '34', '40', '48', '49'):1
('07', '13', '22', '40', '44', '45'):1
('14', '24', '25', '28', '33', '45'):1
('09', '10', '21', '24', '45', '48'):1
('07', '10', '26', '34', '42', '43'):1
('06', '10', '11', '13', '23', '32'):1
('02', '14', '21', '32', '33', '44'):1
('05', '16', '17', '35', '40', '45'):1
('01', '15', '22', '33', '35', '41'):1
('11', '26', '30', '31', '34', '45'):1
('05', '11', '12', '16', '22', '35'):1
('03', '26', '30', '43', '46', '47'):1
('09', '16', '22', '42', '48', '49'):1
('03', '04', '14', '16', '33', '49'):1
('03', '14', '15', '31', '47', '48'):1
('01', '03', '17', '20', '39', '40'):1
('05', '10', '11', '42', '45', '46'):1
('18', '28', '29', '33', '38', '41'):1
('09', '15', '16', '22', '34', '36'):1
('05', '07', '14', '34', '40', '42'):1
('01', '08', '17', '35', '43', '49'):1
('03', '13', '15', '16', '39', '43'):1
('20', '25', '27', '40', '44', '49'):1
('07', '08', '18', '35', '43', '49'):1
('08', '23', '25', '32', '38', '47'):1
('04', '05', '18', '30', '31', '44'):1
('02', '06', '13', '30', '42', '44'):1
('02', '05', '06', '18', '34', '45'):1
('05', '25', '33', '36', '43', '44'):1
('11', '19', '20', '35', '37', '42'):1
('05', '23', '25', '41', '44', '47'):1
('07', '10', '14', '19', '35', '44'):1
('02', '11', '13', '29', '32', '38'):1
('01', '09', '17', '30', '37', '40'):1
('04', '06', '22', '23', '32', '43'):1
('07', '14', '23', '26', '27', '28'):1
('02', '21', '24', '26', '27', '47'):1
('07', '13', '20', '26', '39', '46'):1
('08', '11', '27', '33', '34', '46'):1
('02', '07', '18', '30', '39', '40'):1
('05', '10', '14', '17', '24', '33'):1
('21', '23', '26', '31', '37', '40'):1
('09', '23', '31', '38', '40', '46'):1
('13', '23', '24', '25', '26', '38'):1
('14', '28', '29', '32', '45', '49'):1
('05', '13', '20', '22', '37', '49'):1
('08', '20', '23', '25', '26', '43'):1
('09', '10', '22', '26', '38', '43'):1
('03', '05', '07', '12', '24', '26'):1
('03', '11', '16', '21', '34', '35'):1
('06', '07', '11', '28', '32', '49'):1
('02', '21', '22', '27', '39', '47'):1
('05', '08', '12', '13', '43', '47'):1
('09', '14', '22', '27', '34', '43'):1
('18', '21', '22', '26', '30', '44'):1
('01', '05', '33', '40', '43', '47'):1
('07', '11', '12', '35', '46', '47'):1
('07', '09', '28', '35', '36', '45'):1
('20', '22', '27', '31', '38', '39'):1
('07', '10', '15', '18', '19', '21'):1
('12', '20', '23', '29', '32', '38'):1
('01', '17', '27', '33', '36', '38'):1
('10', '11', '15', '21', '39', '46'):1
('03', '05', '10', '19', '36', '48'):1
('24', '28', '31', '36', '38', '48'):1
('02', '13', '14', '24', '32', '49'):1
('15', '16', '20', '26', '31', '41'):1
('06', '08', '21', '25', '29', '30'):1
('06', '28', '43', '47', '48', '49'):1
('04', '07', '12', '15', '30', '39'):1
('05', '11', '17', '23', '27', '33'):1
('13', '20', '23', '30', '39', '47'):1
('09', '16', '19', '33', '41', '48'):1
('02', '04', '05', '08', '09', '42'):1
('02', '03', '05', '17', '26', '35'):1
('26', '39', '41', '42', '44', '49'):1
('09', '21', '29', '32', '36', '42'):1
('17', '18', '22', '35', '40', '45'):1
('08', '16', '18', '20', '23', '46'):1
('01', '09', '26', '33', '42', '48'):1
('01', '10', '12', '14', '17', '34'):1
('06', '07', '14', '20', '35', '39'):1
('07', '18', '23', '33', '37', '40'):1
('03', '08', '18', '24', '36', '48'):1
('14', '25', '28', '29', '38', '41'):1
('03', '05', '07', '08', '26', '33'):1
('12', '28', '31', '38', '45', '49'):1
('07', '09', '30', '35', '36', '46'):1
('12', '15', '21', '25', '42', '46'):1
('01', '05', '10', '40', '46', '48'):1
('10', '17', '26', '38', '39', '41'):1
('04', '06', '17', '19', '44', '47'):1
('06', '12', '13', '17', '36', '37'):1
('06', '07', '16', '28', '43', '45'):1
('03', '04', '31', '37', '39', '49'):1
('09', '16', '35', '38', '41', '48'):1
('07', '25', '26', '27', '42', '44'):1
('07', '09', '13', '15', '40', '47'):1
('11', '16', '22', '34', '36', '48'):1
('30', '36', '37', '40', '41', '49'):1
('03', '17', '28', '31', '33', '47'):1
('13', '19', '24', '35', '36', '48'):1
('04', '09', '14', '27', '40', '41'):1
('12', '27', '28', '43', '45', '47'):1
('03', '16', '17', '30', '47', '48'):1
('04', '07', '13', '15', '19', '44'):1
('04', '18', '27', '38', '43', '47'):1
('04', '18', '20', '35', '45', '46'):1
('10', '13', '27', '34', '35', '46'):1
('09', '26', '28', '45', '46', '49'):1
('04', '12', '32', '37', '39', '47'):1
('01', '14', '20', '29', '40', '45'):1
('14', '18', '30', '40', '45', '49'):1
('05', '20', '24', '32', '35', '39'):1
('01', '04', '07', '17', '20', '44'):1
('20', '22', '28', '29', '31', '41'):1
('09', '16', '18', '23', '31', '46'):1
('01', '08', '12', '33', '40', '46'):1
('01', '11', '21', '26', '33', '49'):1
('01', '07', '10', '17', '27', '39'):1
('04', '10', '15', '22', '25', '47'):1
('23', '26', '38', '42', '43', '45'):1
('05', '06', '15', '27', '36', '47'):1
('01', '10', '13', '17', '19', '45'):1
('05', '13', '14', '31', '36', '40'):1
('12', '21', '35', '40', '41', '47'):1
('04', '06', '28', '36', '45', '48'):1
('07', '10', '12', '15', '20', '36'):1
('07', '15', '19', '28', '29', '36'):1
('13', '16', '39', '43', '45', '47'):1
('02', '03', '20', '29', '42', '44'):1
('02', '17', '29', '35', '42', '44'):1
('09', '36', '37', '42', '44', '49'):1
('14', '16', '20', '24', '36', '47'):1
('05', '09', '16', '27', '28', '31'):1
('01', '25', '34', '39', '46', '48'):1
('06', '18', '21', '28', '33', '45'):1
('03', '14', '17', '20', '35', '47'):1
('05', '14', '22', '27', '29', '45'):1
('07', '16', '34', '37', '39', '49'):1
('02', '03', '05', '21', '32', '45'):1
('10', '16', '18', '30', '46', '49'):1
('02', '10', '29', '33', '36', '46'):1
('11', '14', '20', '33', '45', '48'):1
('04', '08', '25', '26', '32', '37'):1
('08', '14', '23', '28', '29', '47'):1
('06', '15', '16', '18', '24', '49'):1
('03', '09', '30', '34', '38', '40'):1
('12', '13', '15', '19', '21', '48'):1
('11', '30', '34', '37', '41', '44'):1
('15', '20', '27', '40', '45', '49'):1
('05', '06', '23', '28', '34', '40'):1
('03', '16', '17', '24', '30', '39'):1
('11', '13', '18', '19', '41', '47'):1
('05', '10', '26', '27', '28', '44'):1
('04', '20', '22', '31', '37', '47'):1
('10', '15', '29', '35', '44', '46'):1
('17', '18', '31', '33', '42', '45'):1
('25', '28', '33', '38', '43', '44'):1
('13', '14', '15', '29', '39', '41'):1
('01', '02', '05', '16', '25', '26'):1
('06', '08', '13', '20', '32', '35'):1
('02', '06', '09', '19', '25', '49'):1
('01', '08', '13', '21', '38', '46'):1
('17', '23', '30', '40', '46', '47'):1
('05', '07', '31', '37', '40', '43'):1
('07', '19', '26', '30', '43', '49'):1
('01', '16', '21', '23', '26', '35'):1
('03', '06', '16', '26', '27', '41'):1
('10', '15', '16', '17', '22', '39'):1
('08', '12', '28', '30', '31', '49'):1
('23', '25', '29', '40', '42', '44'):1
('01', '07', '26', '32', '42', '46'):1
('07', '14', '16', '25', '31', '47'):1
('27', '33', '40', '41', '45', '46'):1
('08', '09', '14', '33', '42', '48'):1
('10', '22', '23', '28', '31', '38'):1
('15', '19', '21', '30', '31', '44'):1
('03', '13', '27', '38', '42', '44'):1
('03', '04', '19', '33', '45', '47'):1
('09', '12', '18', '19', '43', '47'):1
('08', '09', '11', '32', '38', '39'):1
('05', '08', '17', '31', '41', '47'):1
('02', '14', '22', '27', '34', '48'):1
('13', '24', '29', '30', '37', '42'):1
('01', '04', '21', '22', '24', '32'):1
('04', '12', '25', '37', '44', '49'):1
('09', '14', '32', '38', '39', '47'):1
('08', '11', '15', '23', '25', '38'):1
('13', '26', '31', '33', '42', '45'):1
('08', '11', '12', '18', '21', '26'):1
('08', '09', '14', '32', '40', '49'):1
('04', '05', '15', '21', '25', '39'):1
('03', '06', '34', '35', '40', '47'):1
('03', '19', '23', '32', '33', '38'):1
('04', '10', '21', '28', '41', '46'):1
('05', '09', '21', '24', '25', '38'):1
('02', '17', '18', '29', '42', '44'):1
('06', '11', '14', '31', '39', '47'):1
('01', '08', '09', '10', '25', '35'):1
('15', '16', '17', '39', '41', '47'):1
('12', '16', '28', '30', '40', '49'):1
('11', '16', '27', '35', '39', '48'):1
('04', '13', '22', '27', '39', '41'):1
('05', '19', '23', '25', '31', '46'):1
('02', '06', '31', '39', '43', '44'):1
('14', '21', '25', '31', '42', '46'):1
('04', '15', '24', '27', '39', '41'):1
('03', '06', '14', '19', '37', '41'):1
('12', '26', '27', '39', '42', '49'):1
('04', '13', '22', '28', '38', '42'):1
('04', '06', '35', '40', '46', '47'):1
('15', '25', '26', '29', '33', '44'):1
('07', '12', '22', '29', '38', '43'):1
('04', '18', '28', '38', '41', '43'):1
('02', '03', '18', '26', '29', '36'):1
('05', '09', '15', '30', '31', '37'):1
('04', '18', '23', '40', '42', '48'):1
('01', '02', '27', '28', '42', '48'):1
('02', '03', '09', '14', '38', '47'):1
('16', '19', '29', '36', '42', '44'):1
('02', '06', '30', '33', '36', '43'):1
('07', '14', '15', '29', '31', '49'):1
('05', '08', '32', '42', '45', '49'):1
('10', '12', '17', '40', '43', '46'):1
('13', '15', '18', '29', '30', '36'):1
('03', '08', '16', '19', '23', '33'):1
('02', '06', '09', '11', '37', '47'):1
('04', '22', '25', '30', '37', '39'):1
('01', '04', '05', '08', '32', '41'):1
('02', '14', '21', '35', '39', '41'):1
('03', '14', '17', '24', '27', '38'):1
('12', '16', '17', '30', '43', '44'):1
('11', '18', '34', '42', '48', '49'):1
('13', '23', '35', '42', '44', '47'):1
('14', '18', '29', '30', '32', '37'):1
('04', '10', '19', '29', '30', '38'):1
('05', '08', '22', '36', '40', '41'):1
('06', '26', '29', '35', '42', '46'):1
('02', '07', '17', '35', '39', '41'):1
('09', '14', '16', '26', '44', '47'):1
('02', '11', '12', '24', '43', '48'):1
('06', '09', '19', '23', '37', '44'):1
('01', '04', '09', '29', '40', '47'):1
('02', '09', '10', '13', '34', '46'):1
('08', '18', '27', '30', '33', '35'):1
('02', '11', '14', '33', '37', '49'):1
('07', '15', '23', '36', '37', '45'):1
('01', '11', '16', '37', '48', '49'):1
('08', '15', '16', '18', '22', '34'):1
('06', '12', '23', '30', '35', '37'):1
('01', '07', '12', '21', '42', '45'):1
('05', '12', '25', '26', '33', '49'):1
('16', '26', '41', '43', '44', '46'):1
('08', '10', '23', '37', '41', '47'):1
('08', '19', '25', '33', '34', '38'):1
('02', '11', '12', '22', '33', '40'):1
('11', '16', '17', '20', '25', '42'):1
('07', '09', '23', '40', '47', '48'):1
('02', '19', '24', '38', '39', '44'):1
('14', '22', '23', '38', '40', '43'):1
('06', '11', '13', '18', '24', '43'):1
('05', '17', '27', '34', '37', '44'):1
('01', '09', '10', '15', '24', '36'):1
('04', '14', '31', '38', '41', '44'):1
('01', '22', '30', '39', '46', '47'):1
('11', '30', '33', '39', '45', '49'):1
('06', '15', '23', '26', '41', '47'):1
('16', '19', '20', '29', '38', '48'):1
('15', '17', '20', '23', '41', '48'):1
('13', '16', '17', '22', '25', '34'):1
('05', '10', '22', '24', '33', '36'):1
('15', '17', '23', '27', '28', '42'):1
('14', '15', '26', '31', '36', '43'):1
('01', '07', '08', '12', '15', '18'):1
('04', '10', '13', '15', '35', '37'):1
('01', '15', '20', '27', '28', '34'):1
('05', '08', '25', '28', '34', '47'):1
('02', '08', '18', '20', '22', '29'):1
('03', '20', '26', '29', '30', '37'):1
('01', '06', '13', '17', '24', '38'):1
('08', '13', '14', '24', '30', '32'):1
('05', '12', '19', '31', '39', '44'):1
('05', '13', '15', '25', '42', '49'):1
('11', '21', '26', '28', '46', '47'):1
('01', '03', '12', '20', '21', '47'):1
('03', '04', '18', '27', '44', '46'):1
('17', '22', '27', '31', '34', '39'):1
('12', '17', '31', '39', '47', '49'):1
('02', '14', '22', '33', '47', '48'):1
('23', '27', '32', '36', '39', '42'):1
('06', '16', '21', '25', '32', '46'):1
('05', '10', '18', '22', '28', '39'):1
('18', '21', '25', '29', '30', '45'):1
('22', '32', '36', '40', '41', '43'):1
('03', '05', '23', '36', '37', '49'):1
('14', '21', '23', '26', '37', '44'):1
('03', '12', '23', '25', '31', '43'):1
('03', '15', '19', '26', '31', '35'):1
('12', '13', '22', '25', '31', '37'):1
('01', '08', '16', '19', '22', '37'):1
('03', '04', '15', '20', '34', '38'):1
('06', '08', '19', '34', '46', '47'):1
('11', '12', '20', '36', '39', '45'):1
('02', '29', '31', '38', '42', '45'):1
('05', '13', '21', '43', '46', '47'):1
('04', '18', '29', '31', '32', '46'):1
('09', '13', '17', '38', '39', '43'):1
('04', '05', '14', '26', '34', '40'):1
('02', '05', '14', '21', '27', '38'):1
('02', '20', '25', '33', '38', '45'):1
('06', '07', '11', '33', '35', '44'):1
('23', '31', '35', '41', '43', '49'):1
('13', '24', '28', '29', '36', '42'):1
('05', '06', '13', '25', '41', '48'):1
('05', '14', '20', '21', '22', '28'):1
('12', '17', '22', '31', '37', '44'):1
('14', '15', '22', '25', '28', '32'):1
('05', '14', '29', '30', '41', '45'):1
('09', '23', '25', '27', '34', '40'):1
('05', '09', '22', '24', '36', '40'):1
('19', '22', '23', '27', '28', '29'):1
('06', '08', '38', '41', '43', '46'):1
('01', '05', '21', '28', '35', '37'):1
('04', '10', '38', '39', '43', '47'):1
('07', '13', '22', '34', '40', '42'):1
('27', '30', '33', '39', '40', '43'):1
('04', '07', '19', '33', '35', '44'):1
('05', '16', '26', '37', '39', '46'):1
('07', '13', '15', '19', '28', '46'):1
('26', '27', '29', '37', '48', '49'):1
('11', '12', '30', '39', '44', '45'):1
('12', '19', '34', '38', '41', '46'):1
('22', '23', '24', '29', '35', '38'):1
('08', '11', '13', '18', '27', '34'):1
('06', '09', '26', '29', '41', '46'):1
('01', '04', '23', '37', '38', '43'):1
('06', '12', '18', '23', '45', '48'):1
('09', '13', '16', '17', '27', '38'):1
('06', '13', '23', '27', '29', '38'):1
('08', '10', '25', '28', '35', '37'):1
('02', '07', '11', '32', '33', '34'):1
('15', '17', '37', '39', '41', '43'):1
('12', '14', '18', '26', '40', '44'):1
('15', '18', '22', '30', '37', '40'):1
('17', '24', '27', '30', '31', '41'):1
('08', '24', '25', '36', '39', '42'):1
('03', '04', '06', '16', '26', '40'):1
